id,kodeToko,createdAt,tokoId,items,tokoNama,catatan,total
"3JuS4RmlDFlHXbtWpwCE","K0467","2025-10-30T04:32:37.000Z","7xXpzkyryOEVARIJWA8V","[{""qtyBox"":1,""hargaPerBox"":92000,""nama"":""2 COLOR"",""isiPerBox"":40,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""total"":92000},{""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""total"":80000,""qtyBox"":1,""nama"":""CHOCO MALT"",""isiPerBox"":50},{""hargaPerBox"":97000,""total"":97000,""qtyBox"":1,""isiPerBox"":50,""nama"":""CHOCOLATE STICK (BINGO)"",""productId"":""IDeDw8ay7rGfQANXeYLM""},{""total"":94500,""nama"":""MOCHI MANGO"",""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":94500,""productId"":""PnPJnogSXAiytWfTxQWM""},{""total"":92500,""isiPerBox"":40,""hargaPerBox"":92500,""qtyBox"":1,""nama"":""MOCHI VANILLA"",""productId"":""xJbJEd4mYcSMcB4V4492""},{""productId"":""Msk1v54GqR6gX6mqxqGS"",""hargaPerBox"":77500,""nama"":""NANAS"",""total"":77500,""qtyBox"":1,""isiPerBox"":50},{""nama"":""SEMANGKA"",""isiPerBox"":50,""hargaPerBox"":77500,""total"":77500,""qtyBox"":1,""productId"":""k7TnmqAqR1yAmsY042eK""},{""total"":96000,""isiPerBox"":40,""nama"":""SWEET CORN"",""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000},{""nama"":""TARO CRISPY"",""isiPerBox"":40,""total"":96500,""qtyBox"":1,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""hargaPerBox"":96500},{""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""hargaPerBox"":115200,""isiPerBox"":48,""total"":115200,""productId"":""Hzn6DvSXYxLmhtuekqkk""}]","SUKATI","Order dari kunjungan:","918700"
"3ayuoHNWP2EGhoieWXxc","K1982","2025-10-25T04:21:12.849Z","rwANC5lfSRpAKV2HzJBj","[{""nama"":""CHOCOMELT CONE"",""total"":195000,""isiPerBox"":24,""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""qtyBox"":2},{""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""total"":118500,""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40},{""isiPerBox"":24,""qtyBox"":1,""nama"":""STRAWBERRY CONE"",""hargaPerBox"":97500,""total"":97500,""productId"":""DoKWCzEByEeYXQFxFinE""},{""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":1,""total"":96500,""isiPerBox"":40}]","NUR YONO","","507500"
"3ytdyHdip04zq7asFe61","K0379","2025-11-06T02:08:26.077Z","xp0ZRBc7iUKQ0VDFMW5Y","[{""total"":80000,""hargaPerBox"":80000,""nama"":""CHOCO MALT"",""qtyBox"":1,""productId"":""NOHAYE89jzvVJFKZcLFB"",""isiPerBox"":50},{""productId"":""ETb42XTcLpBbcC1aLhcb"",""qtyBox"":1,""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30,""total"":117000,""hargaPerBox"":117000},{""total"":194000,""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":2,""isiPerBox"":24,""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""total"":96000}]","MBAK YUYUN","","487000"
"42qj2ns38P05patuB0P6","K1923","2025-10-10T10:35:53.443Z","kHooCaS0ksQrVzljSVVi","[{""hargaPerBox"":192000,""total"":192000,""qtyBox"":1,""isiPerBox"":27,""productId"":""F4qHZUhwkEnkGMWDyqIm"",""nama"":""3 IN 1""},{""nama"":""CHOCO MALT"",""total"":80000,""qtyBox"":1,""hargaPerBox"":80000,""isiPerBox"":50,""productId"":""NOHAYE89jzvVJFKZcLFB""},{""isiPerBox"":30,""total"":118500,""qtyBox"":1,""productId"":""kaxtCMx6rMhQn9EbjJAw"",""hargaPerBox"":118500,""nama"":""CRISPY BALLS ORIGINAL""},{""total"":77500,""isiPerBox"":50,""qtyBox"":1,""productId"":""k7TnmqAqR1yAmsY042eK"",""hargaPerBox"":77500,""nama"":""SEMANGKA""},{""total"":110000,""nama"":""STRAWBERRY CRISPY"",""qtyBox"":1,""productId"":""4ZGi81slpOycqNbJ8lvW"",""hargaPerBox"":110000,""isiPerBox"":40},{""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""total"":97000,""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE""}]","WAKHIDATUS SHOLEKHAH","","675000"
"4Oo7eVY44kQNpDc7g4mV","K0526","2025-10-16T04:39:06.624Z","sSufgeU8YIyZrAOZbEO6","[{""productId"":""bIHGFn5MHtXpqVeM9enF"",""qtyBox"":1,""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""total"":97500,""isiPerBox"":24},{""qtyBox"":1,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""nama"":""FRUITY ROLL"",""isiPerBox"":40,""total"":124800,""hargaPerBox"":124800},{""total"":96000,""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1,""isiPerBox"":40,""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000},{""productId"":""R52hO3IOVzVI3PRqPmGP"",""isiPerBox"":60,""qtyBox"":1,""total"":93500,""hargaPerBox"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO""},{""total"":92500,""nama"":""MOCHI BANANA"",""isiPerBox"":40,""hargaPerBox"":92500,""qtyBox"":1,""productId"":""czThQD5TNzChwlsAr7ds""},{""nama"":""NANAS"",""qtyBox"":1,""isiPerBox"":50,""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500,""hargaPerBox"":77500},{""total"":77500,""isiPerBox"":50,""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""qtyBox"":1},{""productId"":""4ZGi81slpOycqNbJ8lvW"",""isiPerBox"":40,""hargaPerBox"":110000,""qtyBox"":1,""total"":110000,""nama"":""STRAWBERRY CRISPY""},{""hargaPerBox"":97000,""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24}]","SISWANTO","Order dari kunjungan: ","866300"
"4YBzOpPo4tSbhsfkcio1","K1911","2025-10-22T05:36:55.077Z","878SE6zfogSZSvQEzaQC","[{""hargaPerBox"":117000,""qtyBox"":1,""total"":117000,""productId"":""ETb42XTcLpBbcC1aLhcb"",""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30},{""isiPerBox"":40,""nama"":""COFFE CRISPY"",""qtyBox"":1,""total"":110000,""hargaPerBox"":110000,""productId"":""BaaVl0Oq2oHnOUy1Cfuw""},{""isiPerBox"":60,""qtyBox"":1,""total"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""hargaPerBox"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP""},{""hargaPerBox"":77500,""total"":77500,""qtyBox"":1,""nama"":""NANAS"",""isiPerBox"":50,""productId"":""Msk1v54GqR6gX6mqxqGS""},{""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""qtyBox"":1,""total"":97000}]","TOKO VIANA","Order dari kunjungan:","495000"
"50819ATcO5tjeZzHtMTz","K0502","2025-11-08T03:26:19.000Z","prsjnt4eZWb4sKtsXAOd","[{""total"":92000,""qtyBox"":1,""hargaPerBox"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40,""nama"":""2 COLOR""},{""hargaPerBox"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO"",""isiPerBox"":30,""qtyBox"":1,""nama"":""MANGO SLUSH"",""total"":90500},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":194000,""qtyBox"":2,""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""nama"":""SWEET CORN"",""isiPerBox"":40,""hargaPerBox"":96000,""total"":96000}]","DEWI","Order dari kunjungan:","472500"
"5V764PzajyVALeZIoxH2","K1788","2025-10-21T03:15:40.842Z","ebebnNTVsoHmjsVzpaxp","[{""isiPerBox"":50,""total"":160000,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""nama"":""CHOCO MALT"",""qtyBox"":2},{""isiPerBox"":50,""qtyBox"":1,""hargaPerBox"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""nama"":""JERUK"",""total"":78000},{""qtyBox"":1,""isiPerBox"":50,""productId"":""Msk1v54GqR6gX6mqxqGS"",""nama"":""NANAS"",""total"":77500,""hargaPerBox"":77500},{""nama"":""SEMANGKA"",""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1}]","SD 3 BUARAN","Order dari kunjungan: ","393000"
"5XTEz2ZaiIS3LG7d1YBN","K1298","2025-11-07T09:18:56.569Z","LjHKUWJDhaxyFOLArIdi","[{""isiPerBox"":40,""hargaPerBox"":110000,""qtyBox"":1,""total"":110000,""nama"":""COFFE CRISPY"",""productId"":""BaaVl0Oq2oHnOUy1Cfuw""},{""qtyBox"":1,""total"":90500,""hargaPerBox"":90500,""nama"":""MANGO SLUSH"",""productId"":""xaB42zjrDkGuzdTP7tpO"",""isiPerBox"":30},{""qtyBox"":1,""hargaPerBox"":110000,""isiPerBox"":40,""total"":110000,""nama"":""STRAWBERRY CRISPY"",""productId"":""4ZGi81slpOycqNbJ8lvW""},{""qtyBox"":2,""total"":194000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000},{""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""qtyBox"":1,""total"":96000,""isiPerBox"":40}]","SAMI JF MART","","600500"
"5fq55tdRImELUOR3fWmB","K0503","2025-10-18T03:21:57.693Z","AkprBUTUqD1gZOpeqLQy","[{""qtyBox"":1,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""isiPerBox"":50,""total"":80000,""nama"":""CHOCO MALT""},{""hargaPerBox"":97500,""nama"":""CHOCOMELT CONE"",""isiPerBox"":24,""qtyBox"":1,""productId"":""bIHGFn5MHtXpqVeM9enF"",""total"":97500},{""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1,""total"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""isiPerBox"":40},{""productId"":""N8oPUfk4JcfNuyfZeRcM"",""total"":78000,""isiPerBox"":50,""nama"":""JERUK"",""qtyBox"":1,""hargaPerBox"":78000},{""productId"":""R52hO3IOVzVI3PRqPmGP"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""total"":93500},{""isiPerBox"":50,""total"":77500,""qtyBox"":1,""nama"":""NANAS"",""hargaPerBox"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS""},{""hargaPerBox"":77500,""isiPerBox"":50,""nama"":""SEMANGKA"",""qtyBox"":1,""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK""},{""total"":97500,""nama"":""STRAWBERRY CONE"",""isiPerBox"":24,""qtyBox"":1,""productId"":""DoKWCzEByEeYXQFxFinE"",""hargaPerBox"":97500},{""hargaPerBox"":110000,""productId"":""4ZGi81slpOycqNbJ8lvW"",""nama"":""STRAWBERRY CRISPY"",""total"":110000,""qtyBox"":1,""isiPerBox"":40},{""qtyBox"":1,""total"":97000,""isiPerBox"":24,""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""isiPerBox"":40,""hargaPerBox"":96000,""nama"":""SWEET CORN""}]","AMIN","Order dari kunjungan:","1000500"
"5xbyfwgfbxah2SURSJIS","K1649","2025-10-06T10:00:41.542Z","LrDGivjSfm58oJ7eILXz","[{""total"":110000,""isiPerBox"":40,""nama"":""COFFE CRISPY"",""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""hargaPerBox"":110000,""qtyBox"":1},{""nama"":""MIKI-MIKI DOUBLE CHOCO"",""total"":93500,""isiPerBox"":60,""hargaPerBox"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP"",""qtyBox"":1},{""qtyBox"":1,""isiPerBox"":50,""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""total"":77500},{""isiPerBox"":24,""total"":97500,""nama"":""STRAWBERRY CONE"",""productId"":""DoKWCzEByEeYXQFxFinE"",""hargaPerBox"":97500,""qtyBox"":1},{""nama"":""SWEET CORN"",""qtyBox"":1,""isiPerBox"":40,""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000}]","WARUNG MADURA AL AMIN 2","","474500"
"5xqeZDElvd8ZzrQn8E0L","K1334","2025-11-12T07:14:44.873Z","xXcBnRjwrKPQNBumnzm6","[{""total"":97000,""qtyBox"":1,""isiPerBox"":50,""nama"":""CHOCOLATE STICK (BINGO)"",""hargaPerBox"":97000,""productId"":""IDeDw8ay7rGfQANXeYLM""},{""qtyBox"":1,""productId"":""xaB42zjrDkGuzdTP7tpO"",""total"":90500,""isiPerBox"":30,""nama"":""MANGO SLUSH"",""hargaPerBox"":90500},{""isiPerBox"":50,""total"":77500,""nama"":""NANAS"",""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""hargaPerBox"":77500},{""isiPerBox"":50,""hargaPerBox"":77500,""nama"":""SEMANGKA"",""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1},{""nama"":""STRAWBERRY CONE"",""total"":97500,""isiPerBox"":24,""productId"":""DoKWCzEByEeYXQFxFinE"",""qtyBox"":1,""hargaPerBox"":97500}]","MASRUKIN","Order dari kunjungan: ","440000"
"6dMtn5DK3ZCkLYNZbrL9","K0526","2025-10-30T04:14:03.839Z","sSufgeU8YIyZrAOZbEO6","[{""qtyBox"":1,""isiPerBox"":40,""total"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""nama"":""2 COLOR"",""hargaPerBox"":92000},{""qtyBox"":1,""total"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""isiPerBox"":50,""nama"":""CHOCO MALT""},{""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""hargaPerBox"":110000,""nama"":""COFFE CRISPY"",""total"":110000,""isiPerBox"":40,""qtyBox"":1},{""productId"":""y44wV7EqlAwgQKUJj38O"",""hargaPerBox"":95000,""nama"":""MILK MELON"",""total"":95000,""qtyBox"":1,""isiPerBox"":40},{""total"":97000,""isiPerBox"":24,""qtyBox"":1,""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""qtyBox"":1,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""isiPerBox"":40},{""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":1,""isiPerBox"":40,""total"":96500},{""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""total"":115200,""hargaPerBox"":115200,""isiPerBox"":48,""productId"":""Hzn6DvSXYxLmhtuekqkk""}]","SISWANTO","Order dari kunjungan: ","781700"
"79voc5Hro4WEaFP7fNaw","K0379","2025-09-30T17:00:00.000Z","xp0ZRBc7iUKQ0VDFMW5Y","[{""isiPerBox"":50,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""qtyBox"":1,""nama"":""CHOCO MALT"",""total"":80000},{""nama"":""CHOCOLATE CRISPY"",""qtyBox"":1,""total"":117000,""productId"":""ETb42XTcLpBbcC1aLhcb"",""hargaPerBox"":117000,""isiPerBox"":30},{""qtyBox"":1,""nama"":""SEMANGKA"",""isiPerBox"":50,""total"":77500,""hargaPerBox"":77500,""productId"":""k7TnmqAqR1yAmsY042eK""},{""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":97000,""qtyBox"":1,""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE""},{""isiPerBox"":40,""nama"":""SWEET CORN"",""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""total"":96000}]","MBAK YUYUN","","467500"
"7BIzxO9sMXUs8UjCDHNZ","K1928","2025-11-13T02:46:22.749Z","gTE9rpKizzrf2b3XMEkU","[{""hargaPerBox"":118500,""isiPerBox"":30,""total"":118500,""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS""},{""isiPerBox"":50,""total"":78000,""hargaPerBox"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""nama"":""JERUK"",""qtyBox"":1},{""nama"":""MIKI-MIKI DOUBLE CHOCO"",""isiPerBox"":60,""productId"":""R52hO3IOVzVI3PRqPmGP"",""hargaPerBox"":93500,""qtyBox"":1,""total"":93500},{""isiPerBox"":50,""nama"":""SEMANGKA"",""qtyBox"":1,""productId"":""k7TnmqAqR1yAmsY042eK"",""total"":77500,""hargaPerBox"":77500},{""qtyBox"":1,""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""isiPerBox"":40,""nama"":""SWEET CORN""}]","MI ASSALAM SINGOROJO","","463500"
"7C6PcuMTVWHa5QeT7Aw8","K0676","2025-11-07T05:29:19.278Z","W5T0mkGuUhrS8Xv4nxtZ","[{""qtyBox"":1,""total"":97000,""nama"":""CHOCOLATE STICK (BINGO)"",""productId"":""IDeDw8ay7rGfQANXeYLM"",""isiPerBox"":50,""hargaPerBox"":97000},{""isiPerBox"":50,""total"":78000,""qtyBox"":1,""nama"":""JERUK"",""productId"":""N8oPUfk4JcfNuyfZeRcM"",""hargaPerBox"":78000},{""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500,""hargaPerBox"":77500,""nama"":""NANAS"",""isiPerBox"":50},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""qtyBox"":1,""total"":97000,""isiPerBox"":24},{""hargaPerBox"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""total"":96000,""qtyBox"":1},{""total"":115200,""hargaPerBox"":115200,""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""productId"":""Hzn6DvSXYxLmhtuekqkk"",""isiPerBox"":48}]","SUDARTO","Order dari kunjungan: ","560700"
"7CyTeOiBuHuG473j6vEL","K1498","2025-10-04T07:06:32.245Z","7l4t8ictEySaPyXnKMDa","[{""isiPerBox"":40,""total"":118500,""hargaPerBox"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS""},{""qtyBox"":1,""total"":93500,""hargaPerBox"":93500,""nama"":""MIKI-MIKI"",""isiPerBox"":60,""productId"":""Uu5WSQZmqTLoXc9oxlUj""},{""qtyBox"":1,""total"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""isiPerBox"":60,""hargaPerBox"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP""},{""total"":97000,""nama"":""SUNDAE STRAWBERRY"",""qtyBox"":1,""hargaPerBox"":97000,""productId"":""aok5I2XQHFg2m97mC387"",""isiPerBox"":24},{""hargaPerBox"":96000,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""total"":96000,""qtyBox"":1}]","RATU WALI","","498500"
"7L80dDGwuR4CJbPY4Bj3","K1599","2025-10-27T17:00:00.000Z","S3sXgtgCOOvXYK2lhUtV","[{""total"":80000,""nama"":""CHOCO MALT"",""isiPerBox"":50,""qtyBox"":1,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB""},{""productId"":""IDeDw8ay7rGfQANXeYLM"",""isiPerBox"":50,""hargaPerBox"":97000,""total"":97000,""qtyBox"":1,""nama"":""CHOCOLATE STICK (BINGO)""},{""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""qtyBox"":1,""total"":118500},{""productId"":""R52hO3IOVzVI3PRqPmGP"",""total"":93500,""hargaPerBox"":93500,""isiPerBox"":60,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""qtyBox"":1},{""productId"":""xJbJEd4mYcSMcB4V4492"",""isiPerBox"":40,""hargaPerBox"":92500,""qtyBox"":1,""total"":92500,""nama"":""MOCHI VANILLA""},{""isiPerBox"":50,""qtyBox"":1,""total"":77500,""nama"":""SEMANGKA"",""hargaPerBox"":77500,""productId"":""k7TnmqAqR1yAmsY042eK""},{""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""qtyBox"":1},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""nama"":""SWEET CORN"",""qtyBox"":2,""total"":192000,""isiPerBox"":40},{""productId"":""Hzn6DvSXYxLmhtuekqkk"",""total"":115200,""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""hargaPerBox"":115200,""isiPerBox"":48}]","TOKO ZUMAEROH","Order dari kunjungan:","963200"
"7O0Oj3ziALzK8Io0Ps3F","K1498","2025-11-02T04:38:19.000Z","7l4t8ictEySaPyXnKMDa","[{""isiPerBox"":40,""nama"":""2 COLOR"",""qtyBox"":1,""hargaPerBox"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""total"":92000},{""total"":118500,""hargaPerBox"":118500,""isiPerBox"":40,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""hargaPerBox"":97000,""total"":97000,""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""isiPerBox"":24},{""qtyBox"":1,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""total"":96000,""hargaPerBox"":96000},{""isiPerBox"":48,""total"":115200,""nama"":""VANILLA BERRY CONE"",""hargaPerBox"":115200,""qtyBox"":1,""productId"":""Hzn6DvSXYxLmhtuekqkk""}]","RATU WALI","Order dari kunjungan:","518700"
"7TcojNOWPFovoViFHC5l","K1298","2025-10-02T08:11:32.794Z","LjHKUWJDhaxyFOLArIdi","[{""hargaPerBox"":92000,""qtyBox"":1,""nama"":""2 COLOR"",""total"":92000,""isiPerBox"":40,""productId"":""jJ0aqMzW8XNZeKsXBWuQ""},{""productId"":""ETb42XTcLpBbcC1aLhcb"",""qtyBox"":2,""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30,""total"":234000,""hargaPerBox"":117000},{""nama"":""CHOCOMELT CONE"",""productId"":""bIHGFn5MHtXpqVeM9enF"",""isiPerBox"":24,""qtyBox"":1,""total"":97500,""hargaPerBox"":97500},{""total"":93500,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""hargaPerBox"":93500,""qtyBox"":1,""nama"":""MIKI-MIKI"",""isiPerBox"":60},{""nama"":""MOCHI KLEPON"",""hargaPerBox"":94500,""isiPerBox"":40,""total"":94500,""qtyBox"":1,""productId"":""bo7uoDBVttrD7nfgPod8""},{""nama"":""MOCHI VANILLA"",""isiPerBox"":40,""total"":92500,""productId"":""xJbJEd4mYcSMcB4V4492"",""qtyBox"":1,""hargaPerBox"":92500},{""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":194000,""isiPerBox"":24,""hargaPerBox"":97000,""qtyBox"":2},{""total"":194000,""qtyBox"":2,""nama"":""SUNDAE STRAWBERRY"",""hargaPerBox"":97000,""productId"":""aok5I2XQHFg2m97mC387"",""isiPerBox"":24},{""hargaPerBox"":96000,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""total"":96000,""qtyBox"":1},{""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":2,""total"":193000,""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40}]","SAMI JF MART","","1381000"
"7nVVKUwStlwT7pqTVQvd","K0512","2025-11-08T07:04:13.000Z","jVJBm18ggKRwQ9dO6sPu","[{""isiPerBox"":50,""total"":97000,""qtyBox"":1,""nama"":""CHOCOLATE STICK (BINGO)"",""productId"":""IDeDw8ay7rGfQANXeYLM"",""hargaPerBox"":97000},{""qtyBox"":1,""productId"":""bIHGFn5MHtXpqVeM9enF"",""total"":97500,""isiPerBox"":24,""hargaPerBox"":97500,""nama"":""CHOCOMELT CONE""},{""total"":118500,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""isiPerBox"":40,""hargaPerBox"":118500},{""isiPerBox"":40,""total"":96000,""qtyBox"":1,""hargaPerBox"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3""},{""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500,""isiPerBox"":50,""hargaPerBox"":77500,""nama"":""NANAS""},{""qtyBox"":1,""total"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE""},{""isiPerBox"":40,""nama"":""SWEET CORN"",""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""hargaPerBox"":96000}]","MUSYAFAK","Order dari kunjungan:","679500"
